,Track,Artist,Region,Country,Sub_Region,Track_n_Region,days_on_chart,first_appeared_date
233017,Needed Me,Rihanna,ca,Canada,Northern America,Needed Me ca,84,12/31/2016
233018,No Vacancy,OneRepublic,ca,Canada,Northern America,No Vacancy ca,85,4/27/2017
233019,You Don't Know Me - Radio Edit,Jax Jones,ca,Canada,Northern America,You Don't Know Me - Radio Edit ca,84,2/28/2017
233020,Let It Go,James Bay,ca,Canada,Northern America,Let It Go ca,91,12/31/2016
233022,SUBEME LA RADIO,Enrique Iglesias,ca,Canada,Northern America,SUBEME LA RADIO ca,93,4/22/2017
233023,First Time,Kygo,ca,Canada,Northern America,First Time ca,92,4/27/2017
233024,1-800-273-8255,Logic,ca,Canada,Northern America,1-800-273-8255 ca,92,4/27/2017
233027,All Night (feat. Knox Fortune),Chance The Rapper,ca,Canada,Northern America,All Night (feat. Knox Fortune) ca,89,2/12/2017
233028,Deja Vu,Post Malone,ca,Canada,Northern America,Deja Vu ca,83,12/31/2016
233031,Teenage Fever,Drake,ca,Canada,Northern America,Teenage Fever ca,82,3/18/2017
233034,Deja Vu,J. Cole,ca,Canada,Northern America,Deja Vu ca,83,12/31/2016
233036,This Town,Niall Horan,ca,Canada,Northern America,This Town ca,81,12/31/2016
233037,Champions,Kanye West,ca,Canada,Northern America,Champions ca,99,1/1/2017
233039,Both (feat. Drake),Gucci Mane,ca,Canada,Northern America,Both (feat. Drake) ca,88,1/1/2017
233043,There's Nothing Holdin' Me Back,Shawn Mendes,ca,Canada,Northern America,There's Nothing Holdin' Me Back ca,99,4/19/2017
233045,Thunder,Imagine Dragons,ca,Canada,Northern America,Thunder ca,92,4/27/2017
233050,Magnolia,Playboi Carti,ca,Canada,Northern America,Magnolia ca,90,4/30/2017
233052,History,Olivia Holt,ca,Canada,Northern America,History ca,100,1/13/2017
233053,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,ca,Canada,Northern America,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors) ca",89,12/31/2016
233056,The Other,Lauv,ca,Canada,Northern America,The Other ca,88,1/13/2017
233060,PRBLMS,6LACK,ca,Canada,Northern America,PRBLMS ca,100,2/5/2017
233067,True Love,DiRTY RADiO,ca,Canada,Northern America,True Love ca,83,1/24/2017
233073,I'm the One,DJ Khaled,ca,Canada,Northern America,I'm the One ca,92,4/27/2017
233078,Love Yourself,Justin Bieber,ca,Canada,Northern America,Love Yourself ca,89,12/31/2016
233085,The Cure,Lady Gaga,ca,Canada,Northern America,The Cure ca,89,4/15/2017
233091,Mama,Jonas Blue,ca,Canada,Northern America,Mama ca,85,5/6/2017
233104,wokeuplikethis*,Playboi Carti,ca,Canada,Northern America,wokeuplikethis* ca,99,4/18/2017
233105,Malibu,Miley Cyrus,ca,Canada,Northern America,Malibu ca,81,5/10/2017
233154,Hurricane,Luke Combs,ca,Canada,Northern America,Hurricane ca,85,5/6/2017
233159,My Way,Calvin Harris,ca,Canada,Northern America,My Way ca,88,12/31/2016
236600,Don't Wanna Know,Maroon 5,ca,Canada,Northern America,Don't Wanna Know ca,119,12/31/2016
236601,The Greatest,Sia,ca,Canada,Northern America,The Greatest ca,103,12/31/2016
236602,Weak,AJR,ca,Canada,Northern America,Weak ca,115,12/31/2016
236603,This Is What You Came For,Calvin Harris,ca,Canada,Northern America,This Is What You Came For ca,110,12/31/2016
236604,Attention,Charlie Puth,ca,Canada,Northern America,Attention ca,109,1/1/2017
236605,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,ca,Canada,Northern America,LOYALTY. FEAT. RIHANNA. ca,104,4/13/2017
236607,All Night,The Vamps,ca,Canada,Northern America,All Night ca,106,12/31/2016
236608,Sign of the Times,Harry Styles,ca,Canada,Northern America,Sign of the Times ca,110,4/6/2017
236609,Riptide,Vance Joy,ca,Canada,Northern America,Riptide ca,105,1/1/2017
236610,DNA.,Kendrick Lamar,ca,Canada,Northern America,DNA. ca,104,4/13/2017
236612,Happier,Ed Sheeran,ca,Canada,Northern America,Happier ca,117,3/3/2017
236615,It's A Vibe,2 Chainz,ca,Canada,Northern America,It's A Vibe ca,107,3/10/2017
236618,Just Hold On,Steve Aoki,ca,Canada,Northern America,Just Hold On ca,105,12/31/2016
236630,Chantaje,Shakira,ca,Canada,Northern America,Chantaje ca,101,12/31/2016
236631,ELEMENT.,Kendrick Lamar,ca,Canada,Northern America,ELEMENT. ca,104,4/13/2017
236632,Chained To The Rhythm,Katy Perry,ca,Canada,Northern America,Chained To The Rhythm ca,113,2/9/2017
236633,LOVE. FEAT. ZACARI.,Kendrick Lamar,ca,Canada,Northern America,LOVE. FEAT. ZACARI. ca,104,4/13/2017
236635,Now Or Never,Halsey,ca,Canada,Northern America,Now Or Never ca,112,4/4/2017
236642,HUMBLE.,Kendrick Lamar,ca,Canada,Northern America,HUMBLE. ca,116,3/30/2017
236649,Do Not Disturb,Drake,ca,Canada,Northern America,Do Not Disturb ca,102,3/18/2017
236658,do re mi,Blackbear,ca,Canada,Northern America,do re mi ca,109,4/7/2017
236663,I Got You,Bebe Rexha,ca,Canada,Northern America,I Got You ca,102,12/31/2016
236674,No Promises (feat. Demi Lovato),Cheat Codes,ca,Canada,Northern America,No Promises (feat. Demi Lovato) ca,116,3/30/2017
236685,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,ca,Canada,Northern America,Pretty Girl - Cheat Codes X CADE Remix ca,113,4/3/2017
236693,Come Closer,WizKid,ca,Canada,Northern America,Come Closer ca,110,3/30/2017
236696,Green Light,Lorde,ca,Canada,Northern America,Green Light ca,112,3/1/2017
236709,The Night We Met,Lord Huron,ca,Canada,Northern America,The Night We Met ca,108,4/9/2017
236722,Moves,Big Sean,ca,Canada,Northern America,Moves ca,104,1/1/2017
236971,Attention,The Weeknd,ca,Canada,Northern America,Attention ca,109,1/1/2017
240570,Wyclef Jean,Young Thug,ca,Canada,Northern America,Wyclef Jean ca,13,1/22/2017
240571,Marmalade (feat. Lil Yachty),Macklemore,ca,Canada,Northern America,Marmalade (feat. Lil Yachty) ca,15,7/27/2017
240572,Water,Ugly God,ca,Canada,Northern America,Water ca,15,1/9/2017
240573,Carolina,Harry Styles,ca,Canada,Northern America,Carolina ca,12,5/11/2017
240574,All I Know,The Weeknd,ca,Canada,Northern America,All I Know ca,20,12/31/2016
240575,Owe Me,Big Sean,ca,Canada,Northern America,Owe Me ca,9,2/2/2017
240576,Learn To Let Go,Kesha,ca,Canada,Northern America,Learn To Let Go ca,14,7/27/2017
240577,Are You Sure? (feat. Ty Dolla $ign),Kris Kross Amsterdam,ca,Canada,Northern America,Are You Sure? (feat. Ty Dolla $ign) ca,5,1/1/2017
240578,Bloodstream,The Chainsmokers,ca,Canada,Northern America,Bloodstream ca,11,4/6/2017
240579,Reminder - Remix,The Weeknd,ca,Canada,Northern America,Reminder - Remix ca,12,8/1/2017
240580,A Lonely Night,The Weeknd,ca,Canada,Northern America,A Lonely Night ca,9,1/1/2017
240581,Black SpiderMan,Logic,ca,Canada,Northern America,Black SpiderMan ca,18,4/14/2017
240582,Pills & Automobiles,Chris Brown,ca,Canada,Northern America,Pills & Automobiles ca,5,8/11/2017
240583,OMG,Camila Cabello,ca,Canada,Northern America,OMG ca,11,8/3/2017
240584,Call Casting,Migos,ca,Canada,Northern America,Call Casting ca,18,1/13/2017
240585,Get Mine,Bryson Tiller,ca,Canada,Northern America,Get Mine ca,8,5/11/2017
240586,Unsteady,X Ambassadors,ca,Canada,Northern America,Unsteady ca,20,1/1/2017
240587,Light My Body Up (feat. Nicki Minaj & Lil Wayne),David Guetta,ca,Canada,Northern America,Light My Body Up (feat. Nicki Minaj & Lil Wayne) ca,14,3/24/2017
240588,Go For Broke (feat. James Arthur),Machine Gun Kelly,ca,Canada,Northern America,Go For Broke (feat. James Arthur) ca,5,5/11/2017
240589,One Step Closer,Linkin Park,ca,Canada,Northern America,One Step Closer ca,4,7/19/2017
240590,Rise Up,Imagine Dragons,ca,Canada,Northern America,Rise Up ca,4,6/22/2017
240591,Black Barbies,Nicki Minaj,ca,Canada,Northern America,Black Barbies ca,14,12/31/2016
240592,Let Me Hold You (Turn Me On),Dante Klein,ca,Canada,Northern America,Let Me Hold You (Turn Me On) ca,8,12/31/2016
240593,m.A.A.d city,Kendrick Lamar,ca,Canada,Northern America,m.A.A.d city ca,18,3/30/2017
240594,Stronger,Kanye West,ca,Canada,Northern America,Stronger ca,12,1/4/2017
240595,Lush Life,Zara Larsson,ca,Canada,Northern America,Lush Life ca,7,12/31/2016
240596,Confess,Logic,ca,Canada,Northern America,Confess ca,6,5/4/2017
240597,ROCKABYE BABY (feat. ScHoolboy Q),Joey Bada$$,ca,Canada,Northern America,ROCKABYE BABY (feat. ScHoolboy Q) ca,10,4/2/2017
240599,Hard to Love,Calvin Harris,ca,Canada,Northern America,Hard to Love ca,5,6/29/2017
240600,Good For It,NAV,ca,Canada,Northern America,Good For It ca,7,2/23/2017
240601,Woman,Kesha,ca,Canada,Northern America,Woman ca,11,5/11/2017
240602,In Case You Didn't Know,Brett Young,ca,Canada,Northern America,In Case You Didn't Know ca,10,6/23/2017
240603,Voices In My Head/Stick To The Plan,Big Sean,ca,Canada,Northern America,Voices In My Head/Stick To The Plan ca,6,2/2/2017
240604,Liife,Desiigner,ca,Canada,Northern America,Liife ca,11,6/29/2017
240605,Down for Life,DJ Khaled,ca,Canada,Northern America,Down for Life ca,6,6/22/2017
240606,The Hills,The Weeknd,ca,Canada,Northern America,The Hills ca,20,12/31/2016
240607,False Alarm,The Weeknd,ca,Canada,Northern America,False Alarm ca,15,12/31/2016
240608,Too Much Sauce,DJ Esco,ca,Canada,Northern America,Too Much Sauce ca,1,1/2/2017
240609,Strangers,Halsey,ca,Canada,Northern America,Strangers ca,12,5/25/2017
240610,Cash Out,Calvin Harris,ca,Canada,Northern America,Cash Out ca,10,6/29/2017
240611,Giants,Lights,ca,Canada,Northern America,Giants ca,8,6/22/2017
240612,Ever Since New York,Harry Styles,ca,Canada,Northern America,Ever Since New York ca,5,5/11/2017
240613,Make Love,Gucci Mane,ca,Canada,Northern America,Make Love ca,3,2/24/2017
240614,Drowning,KREAM,ca,Canada,Northern America,Drowning ca,12,7/23/2017
240615,Minute,NAV,ca,Canada,Northern America,Minute ca,13,7/20/2017
240617,Change,J. Cole,ca,Canada,Northern America,Change ca,5,1/1/2017
240618,Mos Definitely,Logic,ca,Canada,Northern America,Mos Definitely ca,5,5/4/2017
240620,Feel Good (feat. Daya),Gryffin,ca,Canada,Northern America,Feel Good (feat. Daya) ca,14,3/3/2017
240621,Waterfall,Stargate,ca,Canada,Northern America,Waterfall ca,10,3/12/2017
240622,Live Up To My Name,Baka Not Nice,ca,Canada,Northern America,Live Up To My Name ca,14,7/30/2017
240624,Cake By The Ocean,DNCE,ca,Canada,Northern America,Cake By The Ocean ca,12,12/31/2016
240625,Good Things,Jonathan Roy,ca,Canada,Northern America,Good Things ca,3,1/17/2017
240626,OG Kush Diet,2 Chainz,ca,Canada,Northern America,OG Kush Diet ca,6,6/15/2017
240627,Nasty (Who Dat),A$AP Ferg,ca,Canada,Northern America,Nasty (Who Dat) ca,4,8/11/2017
240628,America,Logic,ca,Canada,Northern America,America ca,4,5/4/2017
240630,Havana,Camila Cabello,ca,Canada,Northern America,Havana ca,11,8/3/2017
240631,Lay It On Me,Vance Joy,ca,Canada,Northern America,Lay It On Me ca,6,7/14/2017
240632,La Brea,Cassow,ca,Canada,Northern America,La Brea ca,14,5/21/2017
240633,"Go Off (with Lil Uzi Vert, Quavo & Travis Scott)",Lil Uzi Vert,ca,Canada,Northern America,"Go Off (with Lil Uzi Vert, Quavo & Travis Scott) ca",13,3/3/2017
240635,Candy Paint,Post Malone,ca,Canada,Northern America,Candy Paint ca,15,4/16/2017
240637,"Bom Bidi Bom - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",Nick Jonas,ca,Canada,Northern America,"Bom Bidi Bom - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"" ca",17,2/9/2017
240638,Incredible,Future,ca,Canada,Northern America,Incredible ca,18,2/23/2017
240639,Let 'Em Talk,Kesha,ca,Canada,Northern America,Let 'Em Talk ca,1,8/10/2017
240640,Boredom,"Tyler, The Creator",ca,Canada,Northern America,Boredom ca,5,7/20/2017
240641,Self-Made,Bryson Tiller,ca,Canada,Northern America,Self-Made ca,16,5/25/2017
240642,Wake Up Alone,The Chainsmokers,ca,Canada,Northern America,Wake Up Alone ca,6,4/6/2017
240643,Boys,Charli XCX,ca,Canada,Northern America,Boys ca,10,7/27/2017
240644,My Type,The Chainsmokers,ca,Canada,Northern America,My Type ca,9,4/6/2017
240645,Honest,The Chainsmokers,ca,Canada,Northern America,Honest ca,6,4/6/2017
240646,Nothing Without You,The Weeknd,ca,Canada,Northern America,Nothing Without You ca,6,1/1/2017
240647,American Dream,Bob Pressner,ca,Canada,Northern America,American Dream ca,7,5/11/2017
240649,Close My Eyes,21 Savage,ca,Canada,Northern America,Close My Eyes ca,5,7/6/2017
240652,To the Max,DJ Khaled,ca,Canada,Northern America,To the Max ca,12,6/5/2017
240653,Saturnz Barz (feat. Popcaan),Gorillaz,ca,Canada,Northern America,Saturnz Barz (feat. Popcaan) ca,7,3/24/2017
240655,Hotline Bling,Drake,ca,Canada,Northern America,Hotline Bling ca,14,12/31/2016
240656,13 Beaches,Lana Del Rey,ca,Canada,Northern America,13 Beaches ca,2,7/20/2017
240657,Walking The Wire,Imagine Dragons,ca,Canada,Northern America,Walking The Wire ca,6,6/22/2017
240658,Don't Say,The Chainsmokers,ca,Canada,Northern America,Don't Say ca,17,4/6/2017
240660,Baptized In Fire,Kid Cudi,ca,Canada,Northern America,Baptized In Fire ca,5,1/1/2017
240661,Hard Feelings/Loveless,Lorde,ca,Canada,Northern America,Hard Feelings/Loveless ca,6,6/15/2017
240662,A$AP Ferg,NAV,ca,Canada,Northern America,A$AP Ferg ca,20,7/20/2017
240664,Jump Out The Window,Big Sean,ca,Canada,Northern America,Jump Out The Window ca,10,2/2/2017
240666,My Collection,Future,ca,Canada,Northern America,My Collection ca,5,2/23/2017
240667,Conscience (feat. Future),Kodak Black,ca,Canada,Northern America,Conscience (feat. Future) ca,10,3/30/2017
240668,OK,Robin Schulz,ca,Canada,Northern America,OK ca,3,5/18/2017
240669,Worst In Me,Julia Michaels,ca,Canada,Northern America,Worst In Me ca,11,7/27/2017
240671,Rockin’,The Weeknd,ca,Canada,Northern America,Rockin’ ca,20,12/31/2016
240673,Bohemian Rhapsody - Remastered 2011,Queen,ca,Canada,Northern America,Bohemian Rhapsody - Remastered 2011 ca,3,12/31/2016
240674,Sway (feat. Quavo & Lil Yachty),NexXthursday,ca,Canada,Northern America,Sway (feat. Quavo & Lil Yachty) ca,14,7/30/2017
240676,Start Over,Imagine Dragons,ca,Canada,Northern America,Start Over ca,10,6/22/2017
240677,Look at Me!,XXXTENTACION,ca,Canada,Northern America,Look at Me! ca,18,2/2/2017
240678,Feel Me,Tyga,ca,Canada,Northern America,Feel Me ca,13,1/5/2017
240681,Paper Love,Allie X,ca,Canada,Northern America,Paper Love ca,9,4/30/2017
240683,Summer Bummer (feat. A$AP Rocky & Playboi Carti),Lana Del Rey,ca,Canada,Northern America,Summer Bummer (feat. A$AP Rocky & Playboi Carti) ca,13,7/12/2017
240684,Sunday Morning Jetpack,Big Sean,ca,Canada,Northern America,Sunday Morning Jetpack ca,4,2/2/2017
240686,What About Us,P!nk,ca,Canada,Northern America,What About Us ca,6,8/10/2017
240687,Lust for Life (with The Weeknd),Lana Del Rey,ca,Canada,Northern America,Lust for Life (with The Weeknd) ca,15,4/19/2017
240690,Meet Me in the Hallway,Harry Styles,ca,Canada,Northern America,Meet Me in the Hallway ca,7,5/11/2017
240691,So Good,Zara Larsson,ca,Canada,Northern America,So Good ca,5,1/27/2017
240692,Somebody Else,VÉRITÉ,ca,Canada,Northern America,Somebody Else ca,20,12/31/2016
240694,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,ca,Canada,Northern America,Juju On That Beat (TZ Anthem) ca,20,12/31/2016
240696,No Shopping,French Montana,ca,Canada,Northern America,No Shopping ca,17,12/31/2016
240697,You Da Baddest,Future,ca,Canada,Northern America,You Da Baddest ca,15,7/27/2017
240700,On Everything,DJ Khaled,ca,Canada,Northern America,On Everything ca,7,6/22/2017
240705,PIE,Future,ca,Canada,Northern America,PIE ca,19,6/29/2017
240708,Miss You,James Hersey,ca,Canada,Northern America,Miss You ca,10,12/31/2016
240709,Without You (feat. Sandro Cavazza),Avicii,ca,Canada,Northern America,Without You (feat. Sandro Cavazza) ca,6,8/10/2017
240710,Trap Trap Trap,Rick Ross,ca,Canada,Northern America,Trap Trap Trap ca,4,3/17/2017
240712,Both Sides,NAV,ca,Canada,Northern America,Both Sides ca,3,7/20/2017
240717,Biking,Frank Ocean,ca,Canada,Northern America,Biking ca,10,4/13/2017
240718,Lonely Together (feat. Rita Ora),Avicii,ca,Canada,Northern America,Lonely Together (feat. Rita Ora) ca,6,8/10/2017
240722,Somewhere I Belong,Linkin Park,ca,Canada,Northern America,Somewhere I Belong ca,2,7/20/2017
240723,Writer In The Dark,Lorde,ca,Canada,Northern America,Writer In The Dark ca,5,6/15/2017
240724,Supercut,Lorde,ca,Canada,Northern America,Supercut ca,7,6/15/2017
240725,Wake Up Where You Are,State of Sound,ca,Canada,Northern America,Wake Up Where You Are ca,18,12/31/2016
240726,Bad Business,21 Savage,ca,Canada,Northern America,Bad Business ca,10,7/6/2017
240728,Perplexing Pegasus,Rae Sremmurd,ca,Canada,Northern America,Perplexing Pegasus ca,11,8/3/2017
240730,Feel Something (feat. Kayla Diamond),Anevo,ca,Canada,Northern America,Feel Something (feat. Kayla Diamond) ca,7,1/1/2017
240731,Summer Of '69,Bryan Adams,ca,Canada,Northern America,Summer Of '69 ca,2,6/30/2017
240733,Juke Jam (feat. Justin Bieber & Towkio),Chance The Rapper,ca,Canada,Northern America,Juke Jam (feat. Justin Bieber & Towkio) ca,3,2/12/2017
240734,Bodak Yellow,Cardi B,ca,Canada,Northern America,Bodak Yellow ca,17,7/25/2017
240735,Till You're Loved,Mr. Probz,ca,Canada,Northern America,Till You're Loved ca,4,5/1/2017
240736,Butter (feat. DJ Lucci),Sage The Gemini,ca,Canada,Northern America,Butter (feat. DJ Lucci) ca,15,4/4/2017
240738,Oh Lord,MiC LOWRY,ca,Canada,Northern America,Oh Lord ca,16,12/31/2016
240739,Raincoat (feat. Shy Martin),Timeflies,ca,Canada,Northern America,Raincoat (feat. Shy Martin) ca,12,5/14/2017
240741,TEMPTATION,Joey Bada$$,ca,Canada,Northern America,TEMPTATION ca,6,4/6/2017
240743,Gospel,Rich Chigga,ca,Canada,Northern America,Gospel ca,6,5/12/2017
240746,Everything Now,Arcade Fire,ca,Canada,Northern America,Everything Now ca,3,6/2/2017
240749,The Promise,Chris Cornell,ca,Canada,Northern America,The Promise ca,1,5/17/2017
240750,Secrets,The Weeknd,ca,Canada,Northern America,Secrets ca,18,12/31/2016
240754,All We Got (feat. Kanye West & Chicago Children's Choir),Chance The Rapper,ca,Canada,Northern America,All We Got (feat. Kanye West & Chicago Children's Choir) ca,3,2/12/2017
240758,The Louvre,Lorde,ca,Canada,Northern America,The Louvre ca,7,6/15/2017
240759,Like That,Rytmeklubben,ca,Canada,Northern America,Like That ca,5,2/14/2017
240760,Only Angel,Harry Styles,ca,Canada,Northern America,Only Angel ca,4,5/11/2017
240761,It Won't Kill Ya,The Chainsmokers,ca,Canada,Northern America,It Won't Kill Ya ca,6,4/6/2017
240763,Prayers Up,Calvin Harris,ca,Canada,Northern America,Prayers Up ca,8,6/29/2017
240767,Big Fish,Vince Staples,ca,Canada,Northern America,Big Fish ca,5,6/22/2017
240772,I Love You so Much,DJ Khaled,ca,Canada,Northern America,I Love You so Much ca,2,6/22/2017
240773,Can't Have,Pitbull,ca,Canada,Northern America,Can't Have ca,1,12/31/2016
240774,Faking It,Calvin Harris,ca,Canada,Northern America,Faking It ca,13,6/29/2017
240775,Low Battery,PARTYNEXTDOOR,ca,Canada,Northern America,Low Battery ca,11,6/2/2017
240776,Brown Paper Bag,Migos,ca,Canada,Northern America,Brown Paper Bag ca,9,1/27/2017
240779,Same Drugs,Chance The Rapper,ca,Canada,Northern America,Same Drugs ca,7,2/12/2017
240780,My Mind,NAV,ca,Canada,Northern America,My Mind ca,5,2/23/2017
240781,Hallelujah,Logic,ca,Canada,Northern America,Hallelujah ca,5,5/4/2017
240784,Pop Style,Drake,ca,Canada,Northern America,Pop Style ca,20,12/31/2016
240785,Say It (feat. Tove Lo),Flume,ca,Canada,Northern America,Say It (feat. Tove Lo) ca,8,12/31/2016
240787,美女と野獣,Ariana Grande,ca,Canada,Northern America,美女と野獣 ca,9,3/17/2017
240790,I Ain't Got Time!,"Tyler, The Creator",ca,Canada,Northern America,I Ain't Got Time! ca,4,7/20/2017
240792,in my miNd,Maty Noyes,ca,Canada,Northern America,in my miNd ca,19,12/31/2016
240794,Body,Sean Paul,ca,Canada,Northern America,Body ca,2,5/7/2017
240795,Dirty Wine,WizKid,ca,Canada,Northern America,Dirty Wine ca,16,7/16/2017
240796,Cut To The Feeling,Carly Rae Jepsen,ca,Canada,Northern America,Cut To The Feeling ca,4,5/25/2017
